Ref_Date,GEO,STAT,SUMMARY,Value
2015,Manitoba,Average expenditure per household,Other meat and poultry,24
2016,Manitoba,Average expenditure per household,Other meat and poultry,F
2010,Manitoba,Average expenditure per household,Processed meat,415
2011,Manitoba,Average expenditure per household,Processed meat,384
2012,Manitoba,Average expenditure per household,Processed meat,384
2013,Manitoba,Average expenditure per household,Processed meat,409
2014,Manitoba,Average expenditure per household,Processed meat,505
2015,Manitoba,Average expenditure per household,Processed meat,450
2016,Manitoba,Average expenditure per household,Processed meat,491
2010,Manitoba,Average expenditure per household,Bacon and ham,63
2011,Manitoba,Average expenditure per household,Bacon and ham,58
2012,Manitoba,Average expenditure per household,Bacon and ham,74
2013,Manitoba,Average expenditure per household,Bacon and ham,65
2014,Manitoba,Average expenditure per household,Bacon and ham,84
2015,Manitoba,Average expenditure per household,Bacon and ham,92
2016,Manitoba,Average expenditure per household,Bacon and ham,95
2010,Manitoba,Average expenditure per household,Other processed meat,353
2011,Manitoba,Average expenditure per household,Other processed meat,327
2012,Manitoba,Average expenditure per household,Other processed meat,309
2013,Manitoba,Average expenditure per household,Other processed meat,344
2014,Manitoba,Average expenditure per household,Other processed meat,421
2015,Manitoba,Average expenditure per household,Other processed meat,357
2016,Manitoba,Average expenditure per household,Other processed meat,395
2010,Manitoba,Average expenditure per household,Sausage and wieners,89
2011,Manitoba,Average expenditure per household,Sausage and wieners,80
2012,Manitoba,Average expenditure per household,Sausage and wieners,73
2013,Manitoba,Average expenditure per household,Sausage and wieners,113
2014,Manitoba,Average expenditure per household,Sausage and wieners,90
2015,Manitoba,Average expenditure per household,Sausage and wieners,90
2016,Manitoba,Average expenditure per household,Sausage and wieners,105
2010,Manitoba,Average expenditure per household,Deli and deli-style meat,148
2011,Manitoba,Average expenditure per household,Deli and deli-style meat,129
2012,Manitoba,Average expenditure per household,Deli and deli-style meat,150
2013,Manitoba,Average expenditure per household,Deli and deli-style meat,137
2014,Manitoba,Average expenditure per household,Deli and deli-style meat,161
2015,Manitoba,Average expenditure per household,Deli and deli-style meat,131
2016,Manitoba,Average expenditure per household,Deli and deli-style meat,137
2010,Manitoba,Average expenditure per household,Other meat preparations,115
2011,Manitoba,Average expenditure per household,Other meat preparations,118
2012,Manitoba,Average expenditure per household,Other meat preparations,87
2013,Manitoba,Average expenditure per household,Other meat preparations,94
2014,Manitoba,Average expenditure per household,Other meat preparations,170
2015,Manitoba,Average expenditure per household,Other meat preparations,136
2016,Manitoba,Average expenditure per household,Other meat preparations,154
2010,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),101
2011,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),104
2012,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),75
2013,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),82
2014,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),160
2015,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),119
2016,Manitoba,Average expenditure per household,Other meat preparations (frozen or prepared),131
2010,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),14
2011,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),14
2012,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),11
2013,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),11
2014,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),10
2015,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),17
2016,Manitoba,Average expenditure per household,Meat stew and other meat preparations (canned),23
2010,Manitoba,Average expenditure per household,Fish and seafood,124
2011,Manitoba,Average expenditure per household,Fish and seafood,131
2012,Manitoba,Average expenditure per household,Fish and seafood,170
2013,Manitoba,Average expenditure per household,Fish and seafood,111
2014,Manitoba,Average expenditure per household,Fish and seafood,174
2015,Manitoba,Average expenditure per household,Fish and seafood,144
2016,Manitoba,Average expenditure per household,Fish and seafood,161
2010,Manitoba,Average expenditure per household,Fresh or frozen fish,47
2011,Manitoba,Average expenditure per household,Fresh or frozen fish,52
2012,Manitoba,Average expenditure per household,Fresh or frozen fish,57
2013,Manitoba,Average expenditure per household,Fresh or frozen fish,60
2014,Manitoba,Average expenditure per household,Fresh or frozen fish,69
2015,Manitoba,Average expenditure per household,Fresh or frozen fish,57
2016,Manitoba,Average expenditure per household,Fresh or frozen fish,43
2010,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",23
2011,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",20
2012,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",30
2013,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",26
2014,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",27
2015,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",18
2016,Manitoba,Average expenditure per household,"Salmon (fresh or frozen, uncooked)",18
2010,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",19
2011,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",24
2012,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",20
2013,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",26
2014,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",38
2015,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",31
2016,Manitoba,Average expenditure per household,"Other fish (fresh or frozen, uncooked)",22
2010,Manitoba,Average expenditure per household,Canned fish or other preserved fish,29
2011,Manitoba,Average expenditure per household,Canned fish or other preserved fish,25
2012,Manitoba,Average expenditure per household,Canned fish or other preserved fish,61
2013,Manitoba,Average expenditure per household,Canned fish or other preserved fish,27
2014,Manitoba,Average expenditure per household,Canned fish or other preserved fish,20
2015,Manitoba,Average expenditure per household,Canned fish or other preserved fish,26
2016,Manitoba,Average expenditure per household,Canned fish or other preserved fish,30
2010,Manitoba,Average expenditure per household,Tuna (canned),13
2011,Manitoba,Average expenditure per household,Tuna (canned),12
2012,Manitoba,Average expenditure per household,Tuna (canned),13
2013,Manitoba,Average expenditure per household,Tuna (canned),15
2014,Manitoba,Average expenditure per household,Tuna (canned),9
2015,Manitoba,Average expenditure per household,Tuna (canned),10
2016,Manitoba,Average expenditure per household,Tuna (canned),10
2010,Manitoba,Average expenditure per household,Salmon (canned),12
2011,Manitoba,Average expenditure per household,Salmon (canned),8
2012,Manitoba,Average expenditure per household,Salmon (canned),F
2013,Manitoba,Average expenditure per household,Salmon (canned),6
2014,Manitoba,Average expenditure per household,Salmon (canned),7
2015,Manitoba,Average expenditure per household,Salmon (canned),9
2016,Manitoba,Average expenditure per household,Salmon (canned),9
2010,Manitoba,Average expenditure per household,Cured fish,F
2011,Manitoba,Average expenditure per household,Cured fish,F
2012,Manitoba,Average expenditure per household,Cured fish,F
2013,Manitoba,Average expenditure per household,Cured fish,F
2014,Manitoba,Average expenditure per household,Cured fish,F
2015,Manitoba,Average expenditure per household,Cured fish,F
2016,Manitoba,Average expenditure per household,Cured fish,F
2010,Manitoba,Average expenditure per household,Other fish (canned or bottled),3
2011,Manitoba,Average expenditure per household,Other fish (canned or bottled),4
2012,Manitoba,Average expenditure per household,Other fish (canned or bottled),F
2013,Manitoba,Average expenditure per household,Other fish (canned or bottled),F
2014,Manitoba,Average expenditure per household,Other fish (canned or bottled),3
2015,Manitoba,Average expenditure per household,Other fish (canned or bottled),6
2016,Manitoba,Average expenditure per household,Other fish (canned or bottled),F
2010,Manitoba,Average expenditure per household,Seafood and other marine products,49
2011,Manitoba,Average expenditure per household,Seafood and other marine products,54
2012,Manitoba,Average expenditure per household,Seafood and other marine products,52
2013,Manitoba,Average expenditure per household,Seafood and other marine products,24
2014,Manitoba,Average expenditure per household,Seafood and other marine products,85
2015,Manitoba,Average expenditure per household,Seafood and other marine products,60
2016,Manitoba,Average expenditure per household,Seafood and other marine products,88
2010,Manitoba,Average expenditure per household,Shrimp and prawns,36
2011,Manitoba,Average expenditure per household,Shrimp and prawns,33
2012,Manitoba,Average expenditure per household,Shrimp and prawns,33
2013,Manitoba,Average expenditure per household,Shrimp and prawns,21
2014,Manitoba,Average expenditure per household,Shrimp and prawns,39
2015,Manitoba,Average expenditure per household,Shrimp and prawns,47
2016,Manitoba,Average expenditure per household,Shrimp and prawns,45
2010,Manitoba,Average expenditure per household,Other seafood and marine products,12
